Operator_ID,Operator_Name,Shift,Department,Experience_Years,Certification,Contact
OP054,John Barber,Night,Packaging,1,PLC,+1-519-426-8563x1511
OP055,Sheila Brooks,Night,Maintenance,9,SCADA,+1-387-470-8923
OP056,Ashley Calhoun,Night,Quality,7,Robotics,244-406-7624x238
OP057,Carol Summers,Evening,Quality,22,Safety,(400)232-2690
OP058,Mitchell Olsen,Night,Quality,14,Safety,(315)668-8867
OP059,John Curry,Night,Maintenance,15,PLC,242.979.3447
OP060,Lisa Miller,Evening,Assembly,15,PLC,(997)839-6607
OP061,Steven Richardson,Evening,Assembly,3,Robotics,524.696.4059
OP062,Marco Pacheco,Night,Quality,3,PLC,(875)630-3177
OP063,Ashley Day,Day,Packaging,17,Robotics,486.476.7570
OP064,Michael Roberson,Night,Quality,4,Robotics,+1-398-496-0492x5414
OP065,Andrea Kelly,Evening,Quality,12,Safety,(831)529-1145
OP066,Jeremiah Sanders,Evening,Maintenance,1,Robotics,791.820.2039x53935
OP067,Latoya Benitez,Day,Quality,1,PLC,001-838-631-2496x39113
OP068,Richard Allen,Evening,Quality,22,Robotics,205-976-4210
OP069,Katie Contreras,Evening,Packaging,7,Robotics,001-719-781-2343x1775
OP070,Angela Johnson,Night,Packaging,12,None,497.483.4461x3414
OP071,Sandra Williams,Night,Quality,19,None,744.279.0587x7267
OP072,Amanda Morgan,Evening,Assembly,9,Robotics,001-903-576-9108x5620
OP073,Michelle Benton,Day,Maintenance,14,Safety,(506)234-0251x662
OP074,Kaitlyn Gilbert,Night,Packaging,16,Robotics,458-502-2248x580
OP075,Andre Parker,Evening,Assembly,5,Robotics,001-768-674-5981x7529
OP076,Dustin Nguyen,Day,Quality,3,Safety,+1-406-619-7495x68424
OP077,Jessica Galvan,Night,Packaging,11,Safety,(560)939-9570x7294
OP078,Wendy May,Day,Maintenance,2,SCADA,718-374-5067x4359
OP079,Mark Leonard,Evening,Assembly,22,SCADA,392.398.7333x73735
OP080,Dr. Alex Schwartz MD,Night,Maintenance,23,Safety,467-716-2776x0044
OP081,Stacy Ramos,Evening,Packaging,25,Safety,7666046379
OP082,Emily Curtis,Evening,Assembly,21,Safety,(929)201-3721
OP083,Mary Jackson,Day,Maintenance,19,SCADA,301-869-6831
OP084,David Rodriguez,Night,Quality,18,PLC,378-628-4750x5936
OP085,Carl Rodriguez,Night,Quality,7,Robotics,(342)460-0062x65745
OP086,Gary Garcia,Night,Maintenance,8,PLC,+1-379-421-4739
OP087,Lisa Nichols,Night,Assembly,1,PLC,(692)736-9619x9582
OP088,Gary Kennedy,Day,Quality,18,None,(740)211-5899
OP089,Christopher Clark,Evening,Maintenance,3,None,+1-394-931-5102
OP090,Timothy Page,Night,Packaging,1,Robotics,620-593-5269x397
OP091,Robert Cobb,Night,Maintenance,5,Safety,626-851-8295
OP092,Angela Stewart,Evening,Maintenance,17,Safety,328-436-3373
OP093,Erika Christensen,Evening,Assembly,7,Safety,672-310-0595x32664
OP094,Troy Smith,Evening,Quality,5,PLC,475.368.5645x405
OP095,Deanna Anderson MD,Day,Quality,7,Robotics,9606588433
OP096,Anita Perry,Evening,Maintenance,7,None,6935498944
OP097,John Hayes,Evening,Quality,17,None,(350)625-2568
OP098,Timothy Mann,Evening,Packaging,8,PLC,+1-459-427-9241
OP099,Heather Mccarthy,Night,Assembly,22,SCADA,426-310-9973x026
OP100,Amber Dean,Day,Packaging,12,Safety,(548)712-1664
OP101,John Taylor,Night,Quality,3,Safety,(895)822-0462
OP102,Anthony Gutierrez,Night,Assembly,15,SCADA,(757)448-8033
OP103,Melissa Andrews,Day,Quality,10,Robotics,7735098116
OP104,Kelly Carter,Evening,Quality,15,Safety,323-861-8932x951
OP105,Allison Riley,Day,Quality,5,Safety,779-825-8707
OP106,Christopher Holmes,Day,Quality,15,None,336.931.6649
OP107,Beth Ho,Evening,Assembly,17,None,(216)962-7727x96188
OP108,Brandon Melton,Night,Quality,16,Robotics,+1-252-306-7950
OP109,Michael Davis,Evening,Maintenance,20,Robotics,(929)223-6570x1603
OP110,Jacqueline Mathis,Night,Maintenance,21,SCADA,001-909-676-0100x730
OP111,Michelle Watkins,Evening,Maintenance,5,None,326.252.0266x787
OP112,Cassidy Mason,Evening,Packaging,15,Safety,+1-233-709-1062x72281
OP113,Micheal Hunt,Evening,Assembly,25,SCADA,836.242.2921
OP114,Lauren Carter MD,Evening,Quality,15,Safety,+1-618-435-8742x8048
OP115,Mary Pierce,Night,Quality,10,PLC,(661)449-3725
OP116,Daniel Snyder,Evening,Packaging,1,Safety,828.687.3993x332
OP117,Angela Liu,Evening,Quality,12,PLC,740.676.6550
OP118,Kathleen Cochran,Evening,Quality,12,SCADA,(570)922-3020
OP119,Stephen Wood,Evening,Assembly,3,Robotics,(258)731-1107
OP120,Jennifer Duran,Evening,Packaging,21,SCADA,907.693.7434x26102
OP121,Tyrone Thompson,Day,Assembly,2,PLC,4538166474
OP122,Alan Wilson,Night,Maintenance,24,PLC,001-812-297-1200
OP123,Joe Morales,Evening,Maintenance,13,Robotics,001-435-396-7372
OP124,Brian Hall,Night,Packaging,8,Robotics,637.632.4890x240
OP125,Yvonne Garcia,Night,Maintenance,11,SCADA,+1-716-627-5573x11841
OP126,Cheryl Johnson,Night,Maintenance,21,Safety,+1-973-223-6345
OP127,Ronald James,Evening,Packaging,11,SCADA,328-344-1657x2758
OP128,Cynthia Brennan,Day,Packaging,14,Safety,+1-203-986-4029x7204
OP129,Christopher Conley,Day,Assembly,2,Robotics,6316595044
OP130,Derek Ramirez DVM,Evening,Assembly,19,PLC,(271)614-1736
OP131,Carl Martin,Day,Assembly,24,SCADA,389.515.4327x37274
OP132,Katelyn Wells,Evening,Maintenance,14,PLC,001-452-752-4161x474
OP133,Troy Gallagher,Day,Quality,11,PLC,+1-646-997-6523x74966
OP134,Rodney Smith,Day,Assembly,22,Robotics,+1-514-969-9520x04366
OP135,Shane Cole,Night,Packaging,24,Safety,001-879-756-8555
OP136,Jeffrey Barnett,Evening,Quality,14,PLC,(759)517-9418x629
OP137,Connie Chang,Evening,Maintenance,16,Safety,001-234-233-1883
OP138,Randy Brown,Evening,Assembly,17,Safety,+1-645-625-1477x93921
OP139,Rebecca Gibson,Night,Quality,22,PLC,+1-609-392-8885x10869
OP140,Henry Freeman,Evening,Quality,24,None,(971)888-6478
OP141,Juan Becker,Evening,Quality,22,Safety,+1-365-930-2642
OP142,Joshua Watts,Night,Packaging,23,None,+1-402-819-2164x3740
OP143,Diane Ray,Day,Maintenance,23,SCADA,+1-961-601-6014x0593
OP144,Jennifer Gilbert,Evening,Quality,11,None,(704)357-3958x614
OP145,Shawn Morris MD,Night,Maintenance,1,None,8783451005
OP146,Rebecca Evans,Night,Assembly,9,SCADA,+1-290-388-3402x539
OP147,Benjamin Hall,Night,Packaging,23,SCADA,789.762.6370x96086
OP148,Joshua Lopez,Day,Packaging,19,SCADA,763-554-7967x8236
OP149,Richard Lynn,Evening,Quality,10,PLC,7418906597
OP150,Anthony Duke Jr.,Evening,Maintenance,16,SCADA,001-331-852-0293
OP151,Ashley Sullivan,Night,Quality,6,SCADA,(607)472-3874x7465
OP152,Tina Brown,Day,Maintenance,2,Robotics,+1-673-302-0859
OP153,Priscilla Richards,Day,Packaging,3,None,365-646-8138
OP154,Chad Cox,Evening,Quality,2,Robotics,958.610.8584x285
OP155,Susan Myers,Evening,Maintenance,15,SCADA,001-880-807-7574x47760
OP156,Hannah Taylor,Day,Assembly,9,Safety,(992)525-8786x0139
OP157,Keith Ayers,Night,Maintenance,6,Robotics,(673)262-4098
OP158,Susan George,Evening,Maintenance,10,SCADA,001-652-913-1368
OP159,Courtney Campos,Day,Packaging,11,None,670-564-9798x918
OP160,Warren Evans,Evening,Maintenance,4,PLC,934.386.1123x8185
OP161,Laurie Jones,Night,Packaging,24,SCADA,264-850-5920
OP162,Tammy Graham,Night,Quality,21,SCADA,001-651-474-5699x01815
OP163,Betty Sparks,Evening,Assembly,18,Safety,(492)353-5310x8340
OP164,Elizabeth Carpenter,Evening,Maintenance,16,Safety,001-930-552-4765x242
OP165,Denise Collins,Evening,Assembly,7,PLC,745-310-3897
OP166,Tammy House,Day,Maintenance,3,None,217-502-3777
OP167,Jennifer Taylor,Night,Packaging,1,SCADA,+1-908-808-1508x857
OP168,Victoria Ramos,Evening,Maintenance,7,Robotics,317-237-4924x275
OP169,Mason Freeman,Evening,Maintenance,18,PLC,+1-589-763-2924x04005
OP170,Carol Colon,Evening,Packaging,20,None,001-278-779-1701x6756
OP171,Mark Ortega,Night,Maintenance,21,SCADA,286.716.6680x66611
OP172,Erica Stanton,Night,Assembly,16,None,3752371248
OP173,Eugene Johnston,Night,Maintenance,11,None,9844032262
OP174,Mr. Dennis Petersen,Night,Assembly,19,None,001-878-786-7728x111
OP175,Melissa Gentry,Evening,Assembly,6,None,356.663.6409
OP176,James Fisher,Evening,Maintenance,12,None,375-498-0210x784
OP177,Austin Davis,Day,Quality,15,Robotics,001-539-811-0803x032
OP178,Marco Mcgrath,Night,Packaging,7,None,(315)237-3083x657
OP179,Joseph Todd,Day,Assembly,19,SCADA,001-842-583-1182
OP180,Matthew Steele,Evening,Assembly,18,PLC,509-470-6439x5430
OP181,Benjamin Gilbert,Night,Assembly,7,None,(655)313-5512x6321
OP182,Angie Nolan,Day,Maintenance,13,SCADA,+1-652-234-5432
OP183,Jasmine Garcia,Evening,Packaging,23,None,(429)440-3399x32663
OP184,Jade Koch,Day,Maintenance,6,PLC,001-666-252-7268x81760
OP185,Heather Olson,Night,Maintenance,19,Safety,(935)558-8387x64683
OP186,Michael Hughes,Night,Packaging,25,PLC,561-628-8910x987
OP187,Joseph Saunders,Night,Assembly,6,PLC,734.674.3029
OP188,Shannon Walker,Night,Maintenance,5,Safety,001-796-844-3440x52756
OP189,Courtney Thomas,Day,Maintenance,3,PLC,363-791-7436
OP190,Brian Terry,Evening,Quality,3,SCADA,001-903-313-3858x2581
OP191,Jamie Bradley,Day,Assembly,11,Robotics,+1-480-956-7327x375
OP192,Christopher Montgomery,Evening,Packaging,2,PLC,+1-335-325-2171x6852
OP193,Mr. Joshua Carroll,Evening,Packaging,2,SCADA,947.644.0360
OP194,Beverly Lopez,Day,Maintenance,10,PLC,001-420-445-4997x65161
OP195,David Estrada,Evening,Quality,18,PLC,266.459.7457
OP196,Catherine Martin,Night,Assembly,2,None,001-823-309-9153x7516
OP197,Billy Byrd,Night,Quality,12,None,842.421.7681x8387
OP198,Zachary Mcneil,Night,Maintenance,22,Robotics,(518)749-6622x084
OP199,Autumn Thomas MD,Evening,Quality,14,Safety,(822)708-5124
OP200,Tara Daniel,Day,Maintenance,11,Robotics,(844)856-1265x3696
OP201,Natalie Whitaker,Day,Packaging,20,None,617-900-1969x4671
OP202,Steven Johnson,Day,Packaging,14,None,363-977-9182x90657
OP203,Tracy Walker,Night,Maintenance,11,SCADA,751-641-1814
OP204,Christina Wells,Day,Quality,10,PLC,(495)436-6405
OP205,Thomas Friedman,Night,Assembly,1,Safety,001-499-611-1258x9311
OP206,Andrew Ray,Day,Quality,21,Safety,280-933-4194
OP207,Brandon Proctor,Night,Assembly,1,PLC,+1-304-943-3177
OP208,Joseph Williams,Night,Packaging,6,Robotics,632.431.7000
OP209,Joseph Mueller,Day,Assembly,13,None,(449)670-3474
OP210,Sarah Harrison,Day,Quality,17,SCADA,001-349-938-0836x393
OP211,Amy Rogers,Day,Assembly,21,Safety,270-212-3506
OP212,Melissa Patrick,Evening,Quality,6,Safety,(298)482-3606
OP213,James House,Night,Quality,5,PLC,414-589-8613
OP214,Brian Lewis,Night,Packaging,21,Robotics,(459)418-0833x867
OP215,Mary Benson,Evening,Assembly,24,PLC,840-667-7639
OP216,Benjamin Rich,Day,Maintenance,19,SCADA,800-377-7387x376
OP217,Ethan Williams,Day,Maintenance,16,SCADA,335-809-8371x622
OP218,Angela May,Day,Quality,2,SCADA,+1-632-438-6978x5019
OP219,Lisa Harvey,Day,Packaging,1,PLC,001-875-967-6534x49536
OP220,Erin Brooks,Night,Quality,9,None,(872)366-6692x8193
OP221,Joshua Bradley DDS,Evening,Quality,24,SCADA,(623)749-4054x449
OP222,Nicholas Snyder,Evening,Packaging,18,Safety,528-498-3647x154
OP223,Andrew Stephens,Day,Packaging,20,Robotics,5947188988
OP224,Christina Adams,Day,Maintenance,11,SCADA,380.853.1582x523
OP225,Nichole Wilson,Night,Assembly,11,None,418-921-9139
OP226,Troy Jacobs,Night,Assembly,23,SCADA,001-891-460-7650x713
OP227,Jennifer Ruiz,Night,Quality,1,Safety,4359371049
OP228,Michael Nelson,Day,Maintenance,18,PLC,+1-571-850-6826x13908
OP229,Charles Thompson,Day,Packaging,9,PLC,001-386-831-3247x18305
OP230,Joseph Gregory,Evening,Maintenance,10,Safety,499.296.9316x1366
OP231,James Johnson,Evening,Quality,13,None,+1-689-558-2119
OP232,Brian Patterson,Evening,Assembly,23,None,+1-748-861-1356x761
OP233,Diane Harper,Day,Maintenance,3,None,001-292-305-4260x7934
OP234,Debra Henderson,Night,Maintenance,14,Safety,(601)660-8889x07687
OP235,Katelyn Miller,Night,Maintenance,7,PLC,(623)514-5322
OP236,Robert Murphy,Day,Quality,11,Robotics,(764)307-4982
OP237,Jason Gentry,Evening,Packaging,8,None,001-988-801-0055
OP238,Joseph Jones,Night,Quality,17,None,+1-800-306-0552
OP239,Lisa Lee,Night,Quality,24,Safety,(455)547-7751x147
OP240,Sherry Russell,Evening,Quality,23,None,+1-757-275-0406x042
OP241,Madison Floyd,Night,Packaging,3,SCADA,597-698-3469
OP242,John Thompson,Evening,Assembly,14,SCADA,581.478.6957x844
OP243,William Bishop,Day,Assembly,3,PLC,2158140305
OP244,Evan Bullock,Night,Packaging,18,Safety,339.865.8737x39346
OP245,Andrew Goodman,Day,Maintenance,16,None,(975)400-8069
OP246,Taylor Hernandez,Evening,Quality,3,None,252.941.4713x081
OP247,Kimberly Collins,Night,Assembly,7,None,+1-791-285-8687
OP248,Angela Mccullough,Day,Packaging,11,PLC,432.714.0346x9988
OP249,Yolanda Vaughan,Night,Maintenance,17,None,348.226.7031x3411
OP250,David Aguilar,Evening,Packaging,18,SCADA,231.819.3373
OP251,Michael Ruiz,Night,Maintenance,10,PLC,909.311.9162x3689
OP252,Steven Perez,Night,Assembly,9,Safety,817-593-2595x20315
OP253,William Ray,Night,Assembly,12,SCADA,851-468-7868x7849
OP254,Gary Bates,Evening,Quality,5,None,(209)756-4106x31705
OP255,Morgan Mitchell,Day,Maintenance,3,Safety,521-384-6972
OP256,Cheryl Pennington,Evening,Packaging,21,PLC,8426828885
OP257,Tiffany Hart,Night,Maintenance,24,SCADA,001-358-599-6903x7327
OP258,Glenn Harris,Day,Quality,16,PLC,001-570-657-4357x99278
OP259,Bethany Rodriguez,Night,Maintenance,17,None,886-365-7944x0623
OP260,Jessica Walker,Evening,Quality,11,Safety,455-903-6267x3698
OP261,Richard Gillespie,Night,Packaging,19,SCADA,5508553174
OP262,Mark Larson,Evening,Packaging,6,None,(572)606-8704x3410
OP263,William Cooley,Day,Assembly,25,PLC,5419783357
OP264,Mr. Matthew Scott,Night,Packaging,5,SCADA,6975831022
OP265,Robin Glenn,Evening,Packaging,2,Safety,(273)894-7967
OP266,Mike Mckay,Night,Maintenance,14,None,815-487-7628x6735
OP267,Collin Ross,Night,Maintenance,22,Safety,(558)798-4581
OP268,Rachel Simpson,Evening,Quality,21,Safety,414-655-8154x727
OP269,Dennis Taylor,Night,Assembly,20,Safety,+1-251-747-2207
OP270,Mark Gonzalez,Evening,Maintenance,18,SCADA,821-338-9470x5058
OP271,Gregory Hudson,Evening,Maintenance,24,Robotics,750.711.8664x61024
OP272,Gene Kim,Night,Maintenance,19,Safety,(554)919-0816
OP273,Ethan Rasmussen DDS,Evening,Packaging,3,SCADA,+1-425-926-5385x2102
OP274,Jonathan Jordan,Evening,Packaging,3,Safety,581-393-1598x923
OP275,Tammy Nelson,Evening,Maintenance,22,Robotics,920.569.9625
OP276,Shelly Wright,Night,Packaging,17,None,5499655910
OP277,John Kennedy,Evening,Maintenance,18,Safety,644.858.1357x1823
OP278,Laura Green,Evening,Assembly,22,PLC,339-396-8211
OP279,Andrea Smith,Night,Maintenance,17,Safety,669-912-4059x2302
OP280,Deborah Sims,Night,Packaging,14,Safety,686.490.0739
OP281,Linda Norton,Evening,Assembly,24,PLC,6054455550
OP282,Erica Waters,Night,Quality,14,Robotics,001-561-433-2451x820
OP283,Ashley Silva,Evening,Packaging,9,None,669-837-9976x426
OP284,Nicole Watts,Evening,Maintenance,11,PLC,6942550403
OP285,Dustin Hurley,Evening,Quality,10,PLC,959-481-4566
OP286,Pamela Green,Night,Quality,15,None,+1-662-267-5007x875
OP287,Sheila Ford,Night,Quality,8,PLC,+1-230-715-2262x8389
OP288,Michael Brown,Day,Packaging,12,None,+1-270-683-2348x84747
OP289,Cynthia Francis,Day,Assembly,4,Safety,001-324-474-3617x93366
OP290,Rachel Chan,Day,Assembly,3,Robotics,001-423-232-7210x488
OP291,Anita Lee,Night,Quality,21,SCADA,001-301-205-8097x10433
OP292,Justin Campbell,Day,Maintenance,5,SCADA,769.614.0898x28964
OP293,Larry Cruz,Night,Maintenance,25,None,243-231-2225
OP294,Joshua Gardner,Night,Packaging,10,None,(971)722-1350x877
OP295,Maria Powell,Day,Quality,13,Safety,001-920-799-8569x416
OP296,Chad James,Night,Assembly,19,None,001-793-331-7584x250
OP297,Mr. Ryan Summers DVM,Evening,Quality,21,PLC,8377938390
OP298,Russell Sherman,Day,Assembly,9,PLC,954-953-5075x712
OP299,Elizabeth Murray,Day,Packaging,10,None,940.551.1667
OP300,Victoria Anderson,Day,Assembly,11,SCADA,001-490-499-7913x368
OP301,Laura Wheeler,Evening,Packaging,12,None,4783006380
OP302,Nicholas Allen,Evening,Quality,24,Safety,001-241-457-4731x443
OP303,Cathy Mata,Day,Maintenance,11,Robotics,2258262026
OP304,Janet Williams,Evening,Quality,1,Robotics,528-233-0765
OP305,Rodney Coleman,Day,Packaging,13,PLC,712-771-3436
OP306,Terry Fuentes,Night,Quality,16,Robotics,983-873-8134
OP307,Penny Mendoza,Night,Quality,21,SCADA,206-748-8634x9444
OP308,Matthew Collins Jr.,Evening,Packaging,2,Robotics,(200)952-5951
OP309,Christy Gutierrez,Night,Packaging,13,Robotics,+1-789-369-0896
OP310,Joseph Mcbride,Night,Assembly,4,None,881-795-6328
OP311,Keith Davis,Night,Packaging,23,None,+1-535-783-2277
OP312,Jennifer Ward,Evening,Quality,15,SCADA,(383)622-5176
OP313,Julia Forbes,Night,Maintenance,24,PLC,(869)519-4633
OP314,Guy Robles,Day,Assembly,12,Robotics,001-320-463-2067x38169
OP315,Harold Johnson,Night,Packaging,18,SCADA,+1-511-493-3513
OP316,Barbara Cortez,Day,Quality,15,Robotics,295.867.0067
OP317,Angela Smith,Evening,Packaging,3,SCADA,651-925-8983
OP318,Catherine Mendoza,Evening,Packaging,14,Robotics,(504)978-9386
OP319,Kristina Levy,Day,Maintenance,13,Safety,(350)812-7641x443
OP320,Karl Wiley,Night,Maintenance,10,Safety,660.920.3262x107
OP321,Catherine Williams,Day,Quality,18,None,(780)500-6130x87089
OP322,Tammy Ford,Day,Quality,11,PLC,+1-493-251-8235x42453
OP323,Sandra Castillo,Night,Assembly,20,None,(294)578-0684
OP324,Kelsey Gray,Day,Quality,16,Robotics,(213)420-9207x5896
OP325,Melissa Arnold,Evening,Assembly,5,None,(286)665-5662x401
OP326,Alexandra Ruiz,Night,Maintenance,10,PLC,(678)275-7740x840
OP327,Nathaniel Ford,Evening,Packaging,11,SCADA,267.276.2385x9794
OP328,Rebecca Harris,Night,Assembly,14,Robotics,6086913653
OP329,Maria Andrews,Night,Packaging,17,SCADA,(301)419-2288
OP330,Shawn Avila,Night,Maintenance,22,None,610-380-7156
OP331,Daniel Benson,Evening,Maintenance,15,Safety,745-388-6374
OP332,Emily Lee,Evening,Maintenance,13,Robotics,(958)268-6271
OP333,Jesse Anderson,Night,Assembly,16,PLC,(454)204-2475
OP334,Janet Ford,Evening,Maintenance,10,None,903.534.2634
OP335,Allison Myers,Evening,Packaging,21,Robotics,(438)324-1515x1841
OP336,Nathan Nelson,Day,Quality,18,Safety,+1-541-735-1730x5342
OP337,William Lewis,Night,Quality,4,Robotics,(956)629-3345
OP338,Ruben Rhodes,Evening,Packaging,5,PLC,(540)329-1887x8916
OP339,Valerie Miller,Night,Maintenance,25,None,(277)723-9772
OP340,Lauren Ortiz,Day,Quality,13,SCADA,304.546.9606
OP341,William Jones,Evening,Assembly,12,SCADA,+1-550-229-5446x030
OP342,Crystal Stewart,Evening,Quality,15,PLC,833.232.0829x725
OP343,David Zimmerman,Day,Assembly,4,PLC,+1-654-736-8448
OP344,Donna Orozco,Evening,Maintenance,15,Safety,(357)973-4627x9419
OP345,Laura Richard,Day,Maintenance,20,Robotics,514-494-3687x8258
OP346,Robert Fleming,Day,Assembly,22,Robotics,433-721-5278
OP347,Margaret Robbins,Night,Quality,5,SCADA,+1-905-221-5414x550
OP348,Melanie White,Evening,Maintenance,15,None,648-418-6809x14358
OP349,James Williams,Evening,Quality,9,PLC,5785171546
OP350,Linda Martin,Day,Maintenance,9,Safety,+1-278-745-6208x766
OP351,Monique Short,Evening,Assembly,13,None,(433)823-0712x4838
OP352,Erica West,Evening,Maintenance,15,SCADA,(444)995-4962x5350
OP353,Samantha Moreno,Night,Maintenance,5,SCADA,001-905-944-6469x9042
OP354,Robert Jones,Day,Maintenance,12,Robotics,647.763.5506
OP355,Joshua James,Night,Assembly,25,None,461-734-5313x9428
OP356,Catherine Walker,Evening,Quality,24,None,965.315.9594
OP357,David Perry,Evening,Quality,12,None,4189933693
OP358,Christine Wilcox,Day,Quality,13,PLC,+1-268-782-5373
OP359,Willie Rangel,Day,Maintenance,21,PLC,(768)436-9831x5865
OP360,Nancy Davila,Day,Quality,6,SCADA,952.871.9454x962
OP361,Jessica Flores,Day,Maintenance,15,PLC,7482357645
OP362,Travis Carter,Evening,Assembly,15,PLC,500-515-9712
OP363,Christopher Lopez,Evening,Quality,19,Safety,(613)285-8973x4573
OP364,Michael Mcbride,Night,Assembly,9,Safety,942-305-9135x123
OP365,Regina Barajas,Night,Quality,24,SCADA,438-271-8101x0879
OP366,Rebecca Collins,Evening,Assembly,18,Robotics,770-595-5113x4638
OP367,Donald Hendricks,Night,Maintenance,19,Robotics,6027778409
OP368,Andrea Mays,Day,Packaging,16,Robotics,001-678-754-6796x77814
OP369,Kathy Snow,Evening,Quality,2,PLC,(467)275-4356x49424
OP370,Steven Shaw,Evening,Assembly,7,None,001-895-493-8836x502
OP371,John Mann,Evening,Assembly,1,PLC,001-303-932-5008x02337
OP372,Jennifer Stewart,Evening,Maintenance,20,PLC,275.356.8705x565
OP373,Dustin Brewer,Night,Assembly,25,PLC,(972)588-6028
OP374,Beverly Ponce,Evening,Assembly,13,Safety,(634)454-8110x73221
OP375,Joyce Schwartz,Night,Maintenance,19,PLC,370-385-9187x206
OP376,Alyssa Obrien,Evening,Quality,23,None,001-360-290-1461x2489
OP377,Ashley Fleming,Day,Maintenance,11,PLC,891-312-7735x86690
OP378,Collin Martin,Evening,Packaging,4,Robotics,802.959.9175x593
OP379,Shelby Stevens,Night,Packaging,22,None,(317)845-5182x456
OP380,Ann Mack,Night,Quality,15,Safety,(969)545-0955
OP381,Arthur Thomas,Night,Packaging,12,SCADA,(573)267-1442x87489
OP382,Kenneth Gillespie,Evening,Quality,8,Robotics,987-329-6878x09856
OP383,Jennifer Crawford,Night,Maintenance,23,None,+1-338-557-5144x2724
OP384,Michael Russell,Night,Quality,2,Safety,(512)413-6079
OP385,Brenda Best,Day,Quality,5,SCADA,001-574-845-2040
OP386,David May,Night,Packaging,9,PLC,(706)857-7190x05703
